Label,No,B4,B3,B2,B1,F1,F2,F3,F4,POSB4,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3,POSF4
1,15,敢,轻,视,她,呢,？,/s,/s,v,a,vg,r,y,x,NAN,NAN
1,16,轻,视,她,呢,？,/s,/s,/s,a,vg,r,y,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,何,况,她,本,NAN,NAN,NAN,NAN,r,c,r,r
0,1,/s,/s,/s,何,况,她,本,人,NAN,NAN,NAN,r,c,r,r,n
1,2,/s,/s,何,况,她,本,人,又,NAN,NAN,r,c,r,r,n,d
1,3,/s,何,况,她,本,人,又,那,NAN,r,c,r,r,n,d,r
0,4,何,况,她,本,人,又,那,么,r,c,r,r,n,d,r,y
1,5,况,她,本,人,又,那,么,温,c,r,r,n,d,r,y,nr
1,6,她,本,人,又,那,么,温,柔,r,r,n,d,r,y,nr,v
0,7,本,人,又,那,么,温,柔,可,r,n,d,r,y,nr,v,v
1,8,人,又,那,么,温,柔,可,爱,n,d,r,y,nr,v,v,v
0,9,又,那,么,温,柔,可,爱,，,d,r,y,nr,v,v,v,x
1,10,那,么,温,柔,可,爱,，,于,r,y,nr,v,v,v,x,p
0,11,么,温,柔,可,爱,，,于,是,y,nr,v,v,v,x,p,v
1,12,温,柔,可,爱,，,于,是,，,nr,v,v,v,x,p,v,x
1,13,柔,可,爱,，,于,是,，,这,v,v,v,x,p,v,x,r
0,14,可,爱,，,于,是,，,这,位,v,v,x,p,v,x,r,q
1,15,爱,，,于,是,，,这,位,灰,v,x,p,v,x,r,q,n
1,16,，,于,是,，,这,位,灰,姑,x,p,v,x,r,q,n,n
0,17,于,是,，,这,位,灰,姑,娘,p,v,x,r,q,n,n,n
1,18,是,，,这,位,灰,姑,娘,的,v,x,r,q,n,n,n,uj
0,19,，,这,位,灰,姑,娘,的,地,x,r,q,n,n,n,uj,uv
0,20,这,位,灰,姑,娘,的,地,位,r,q,n,n,n,uj,uv,q
0,21,位,灰,姑,娘,的,地,位,，,q,n,n,n,uj,uv,q,x
0,22,灰,姑,娘,的,地,位,，,在,n,n,n,uj,uv,q,x,p
1,23,姑,娘,的,地,位,，,在,工,n,n,uj,uv,q,x,p,n
1,24,娘,的,地,位,，,在,工,厂,n,uj,uv,q,x,p,n,zg
1,25,的,地,位,，,在,工,厂,中,uj,uv,q,x,p,n,zg,f
1,26,地,位,，,在,工,厂,中,就,uv,q,x,p,n,zg,f,d
0,27,位,，,在,工,厂,中,就,变,q,x,p,n,zg,f,d,v
1,28,，,在,工,厂,中,就,变,得,x,p,n,zg,f,d,v,ud
1,29,在,工,厂,中,就,变,得,相,p,n,zg,f,d,v,ud,v
1,30,工,厂,中,就,变,得,相,当,n,zg,f,d,v,ud,v,t
0,31,厂,中,就,变,得,相,当,微,zg,f,d,v,ud,v,t,n
1,32,中,就,变,得,相,当,微,妙,f,d,v,ud,v,t,n,a
0,33,就,变,得,相,当,微,妙,了,d,v,ud,v,t,n,a,ul
1,34,变,得,相,当,微,妙,了,。,v,ud,v,t,n,a,ul,x
0,35,得,相,当,微,妙,了,。,/s,ud,v,t,n,a,ul,x,NAN
1,36,相,当,微,妙,了,。,/s,/s,v,t,n,a,ul,x,NAN,NAN
1,37,当,微,妙,了,。,/s,/s,/s,t,n,a,ul,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,而,柏,霈,文,NAN,NAN,NAN,NAN,c,nr,g,n
0,1,/s,/s,/s,而,柏,霈,文,与,NAN,NAN,NAN,c,nr,g,n,p
0,2,/s,/s,而,柏,霈,文,与,含,NAN,NAN,c,nr,g,n,p,v
1,3,/s,而,柏,霈,文,与,含,烟,NAN,c,nr,g,n,p,v,n
1,4,而,柏,霈,文,与,含,烟,之,c,nr,g,n,p,v,n,u
1,5,柏,霈,文,与,含,烟,之,间,nr,g,n,p,v,n,u,f
0,6,霈,文,与,含,烟,之,间,，,g,n,p,v,n,u,f,x
1,7,文,与,含,烟,之,间,，,也,n,p,v,n,u,f,x,d
0,8,与,含,烟,之,间,，,也,同,p,v,n,u,f,x,d,p
1,9,含,烟,之,间,，,也,同,样,v,n,u,f,x,d,p,n
1,10,烟,之,间,，,也,同,样,进,n,u,f,x,d,p,n,v
1,11,之,间,，,也,同,样,进,入,u,f,x,d,p,n,v,v
0,12,间,，,也,同,样,进,入,一,f,x,d,p,n,v,v,m
1,13,，,也,同,样,进,入,一,种,x,d,p,n,v,v,m,m
0,14,也,同,样,进,入,一,种,微,d,p,n,v,v,m,m,n
1,15,同,样,进,入,一,种,微,妙,p,n,v,v,m,m,n,a
0,16,样,进,入,一,种,微,妙,的,n,v,v,m,m,n,a,uj
1,17,进,入,一,种,微,妙,的,状,v,v,m,m,n,a,uj,ng
0,18,入,一,种,微,妙,的,状,态,v,m,m,n,a,uj,ng,n
0,19,一,种,微,妙,的,状,态,中,m,m,n,a,uj,ng,n,f
1,20,种,微,妙,的,状,态,中,。,m,n,a,uj,ng,n,f,x
0,21,微,妙,的,状,态,中,。,/s,n,a,uj,ng,n,f,x,NAN
1,22,妙,的,状,态,中,。,/s,/s,a,uj,ng,n,f,x,NAN,NAN
1,23,的,状,态,中,。,/s,/s,/s,uj,ng,n,f,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,这,天,，,厂,NAN,NAN,NAN,NAN,r,q,x,zg
0,1,/s,/s,/s,这,天,，,厂,里,NAN,NAN,NAN,r,q,x,zg,f
1,2,/s,/s,这,天,，,厂,里,的,NAN,NAN,r,q,x,zg,f,uj
1,3,/s,这,天,，,厂,里,的,事,NAN,r,q,x,zg,f,uj,n
0,4,这,天,，,厂,里,的,事,比,r,q,x,zg,f,uj,n,p
0,5,天,，,厂,里,的,事,比,较,q,x,zg,f,uj,n,p,zg
1,6,，,厂,里,的,事,比,较,忙,x,zg,f,uj,n,p,zg,v
1,7,厂,里,的,事,比,较,忙,一,zg,f,uj,n,p,zg,v,m
0,8,里,的,事,比,较,忙,一,些,f,uj,n,p,zg,v,m,q
0,9,的,事,比,较,忙,一,些,，,uj,n,p,zg,v,m,q,x
1,10,事,比,较,忙,一,些,，,下,n,p,zg,v,m,q,x,f
0,11,比,较,忙,一,些,，,下,班,p,zg,v,m,q,x,f,n
1,12,较,忙,一,些,，,下,班,时,zg,v,m,q,x,f,n,n
1,13,忙,一,些,，,下,班,时,已,v,m,q,x,f,n,n,d
0,14,一,些,，,下,班,时,已,经,m,q,x,f,n,n,d,n
1,15,些,，,下,班,时,已,经,快,q,x,f,n,n,d,n,a
1,16,，,下,班,时,已,经,快,六,x,f,n,n,d,n,a,m
0,17,下,班,时,已,经,快,六,点,f,n,n,d,n,a,m,m
1,18,班,时,已,经,快,六,点,钟,n,n,d,n,a,m,m,nr
1,19,时,已,经,快,六,点,钟,了,n,d,n,a,m,m,nr,ul
0,20,已,经,快,六,点,钟,了,。,d,n,a,m,m,nr,ul,x
0,21,经,快,六,点,钟,了,。,/s,n,a,m,m,nr,ul,x,NAN
1,22,快,六,点,钟,了,。,/s,/s,a,m,m,nr,ul,x,NAN,NAN
1,23,六,点,钟,了,。,/s,/s,/s,m,m,nr,ul,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,柏,霈,文,对,NAN,NAN,NAN,NAN,nr,g,n,p
0,1,/s,/s,/s,柏,霈,文,对,含,NAN,NAN,NAN,nr,g,n,p,v
1,2,/s,/s,柏,霈,文,对,含,烟,NAN,NAN,nr,g,n,p,v,n
0,3,/s,柏,霈,文,对,含,烟,说,NAN,nr,g,n,p,v,n,v
1,4,柏,霈,文,对,含,烟,说,：,nr,g,n,p,v,n,v,x
0,5,霈,文,对,含,烟,说,：,我,g,n,p,v,n,v,x,r
1,6,文,对,含,烟,说,：,我,请,n,p,v,n,v,x,r,v
1,7,对,含,烟,说,：,我,请,你,p,v,n,v,x,r,v,r
1,8,含,烟,说,：,我,请,你,吃,v,n,v,x,r,v,r,v
1,9,烟,说,：,我,请,你,吃,晚,n,v,x,r,v,r,v,tg
1,10,说,：,我,请,你,吃,晚,饭,v,x,r,v,r,v,tg,n
1,11,：,我,请,你,吃,晚,饭,，,x,r,v,r,v,tg,n,x
0,12,我,请,你,吃,晚,饭,，,好,r,v,r,v,tg,n,x,a
0,13,请,你,吃,晚,饭,，,好,吗,v,r,v,tg,n,x,a,y
1,14,你,吃,晚,饭,，,好,吗,？,r,v,tg,n,x,a,y,x
1,15,吃,晚,饭,，,好,吗,？,/s,v,tg,n,x,a,y,x,NAN
1,16,晚,饭,，,好,吗,？,/s,/s,tg,n,x,a,y,x,NAN,NAN
1,17,饭,，,好,吗,？,/s,/s,/s,n,x,a,y,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,含,烟,犹,豫,NAN,NAN,NAN,NAN,v,n,d,ns
0,1,/s,/s,/s,含,烟,犹,豫,了,NAN,NAN,NAN,v,n,d,ns,ul
1,2,/s,/s,含,烟,犹,豫,了,一,NAN,NAN,v,n,d,ns,ul,m
0,3,/s,含,烟,犹,豫,了,一,下,NAN,v,n,d,ns,ul,m,f
1,4,含,烟,犹,豫,了,一,下,，,v,n,d,ns,ul,m,f,x
1,5,烟,犹,豫,了,一,下,，,柏,n,d,ns,ul,m,f,x,nr
0,6,犹,豫,了,一,下,，,柏,霈,d,ns,ul,m,f,x,nr,g
1,7,豫,了,一,下,，,柏,霈,文,ns,ul,m,f,x,nr,g,n
1,8,了,一,下,，,柏,霈,文,立,ul,m,f,x,nr,g,n,v
0,9,一,下,，,柏,霈,文,立,即,m,f,x,nr,g,n,v,v
1,10,下,，,柏,霈,文,立,即,说,f,x,nr,g,n,v,v,v
1,11,，,柏,霈,文,立,即,说,：,x,nr,g,n,v,v,v,x
0,12,柏,霈,文,立,即,说,：,不,nr,g,n,v,v,v,x,d
1,13,霈,文,立,即,说,：,不,要,g,n,v,v,v,x,d,v
1,14,文,立,即,说,：,不,要,费,n,v,v,v,x,d,v,v
1,15,立,即,说,：,不,要,费,神,v,v,v,x,d,v,v,n
1,16,即,说,：,不,要,费,神,去,v,v,x,d,v,v,n,v
1,17,说,：,不,要,费,神,去,想,v,x,d,v,v,n,v,v
0,18,：,不,要,费,神,去,想,拒,x,d,v,v,n,v,v,v
1,19,不,要,费,神,去,想,拒,绝,d,v,v,n,v,v,v,d
1,20,要,费,神,去,想,拒,绝,的,v,v,n,v,v,v,d,uj
1,21,费,神,去,想,拒,绝,的,藉,v,n,v,v,v,d,uj,zg
0,22,神,去,想,拒,绝,的,藉,口,n,v,v,v,d,uj,zg,q
0,23,去,想,拒,绝,的,藉,口,！,v,v,v,d,uj,zg,q,x
1,24,想,拒,绝,的,藉,口,！,/s,v,v,d,uj,zg,q,x,NAN
0,25,拒,绝,的,藉,口,！,/s,/s,v,d,uj,zg,q,x,NAN,NAN
1,26,绝,的,藉,口,！,/s,/s,/s,d,uj,zg,q,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,含,烟,忍,不,NAN,NAN,NAN,NAN,v,n,v,d
0,1,/s,/s,/s,含,烟,忍,不,住,NAN,NAN,NAN,v,n,v,d,v
1,2,/s,/s,含,烟,忍,不,住,笑,NAN,NAN,v,n,v,d,v,v
0,3,/s,含,烟,忍,不,住,笑,了,NAN,v,n,v,d,v,v,ul
1,4,含,烟,忍,不,住,笑,了,，,v,n,v,d,v,v,ul,x
1,5,烟,忍,不,住,笑,了,，,说,n,v,d,v,v,ul,x,v
1,6,忍,不,住,笑,了,，,说,：,v,d,v,v,ul,x,v,x
1,7,不,住,笑,了,，,说,：,你,d,v,v,ul,x,v,x,r
1,8,住,笑,了,，,说,：,你,不,v,v,ul,x,v,x,r,d
1,9,笑,了,，,说,：,你,不,是,v,ul,x,v,x,r,d,v
1,10,了,，,说,：,你,不,是,请,ul,x,v,x,r,d,v,v
1,11,，,说,：,你,不,是,请,，,x,v,x,r,d,v,v,x
1,12,说,：,你,不,是,请,，,你,v,x,r,d,v,v,x,r
1,13,：,你,不,是,请,，,你,是,x,r,d,v,v,x,r,v
1,14,你,不,是,请,，,你,是,命,r,d,v,v,x,r,v,n
1,15,不,是,请,，,你,是,命,令,d,v,v,x,r,v,n,v
1,16,是,请,，,你,是,命,令,呢,v,v,x,r,v,n,v,y
1,17,请,，,你,是,命,令,呢,！,v,x,r,v,n,v,y,x
0,18,，,你,是,命,令,呢,！,/s,x,r,v,n,v,y,x,NAN
1,19,你,是,命,令,呢,！,/s,/s,r,v,n,v,y,x,NAN,NAN
1,20,是,命,令,呢,！,/s,/s,/s,v,n,v,y,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,好,吧,，,我,NAN,NAN,NAN,NAN,a,y,x,r
1,1,/s,/s,/s,好,吧,，,我,们,NAN,NAN,NAN,a,y,x,r,k
1,2,/s,/s,好,吧,，,我,们,去,NAN,NAN,a,y,x,r,k,v
1,3,/s,好,吧,，,我,们,去,哪,NAN,a,y,x,r,k,v,r
0,4,好,吧,，,我,们,去,哪,儿,a,y,x,r,k,v,r,n
1,5,吧,，,我,们,去,哪,儿,吃,y,x,r,k,v,r,n,v
1,6,，,我,们,去,哪,儿,吃,饭,x,r,k,v,r,n,v,n
0,7,我,们,去,哪,儿,吃,饭,呢,r,k,v,r,n,v,n,y
1,8,们,去,哪,儿,吃,饭,呢,？,k,v,r,n,v,n,y,x
0,9,去,哪,儿,吃,饭,呢,？,/s,v,r,n,v,n,y,x,NAN
1,10,哪,儿,吃,饭,呢,？,/s,/s,r,n,v,n,y,x,NAN,NAN
1,11,儿,吃,饭,呢,？,/s,/s,/s,n,v,n,y,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,你,听,我,安,NAN,NAN,NAN,NAN,r,v,r,v
1,1,/s,/s,/s,你,听,我,安,排,NAN,NAN,NAN,r,v,r,v,v
1,2,/s,/s,你,听,我,安,排,吧,NAN,NAN,r,v,r,v,v,y
1,3,/s,你,听,我,安,排,吧,！,NAN,r,v,r,v,v,y,x
0,4,你,听,我,安,排,吧,！,/s,r,v,r,v,v,y,x,NAN
1,5,听,我,安,排,吧,！,/s,/s,v,r,v,v,y,x,NAN,NAN
1,6,我,安,排,吧,！,/s,/s,/s,r,v,v,y,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,她,笑,笑,，,NAN,NAN,NAN,NAN,r,v,v,x
1,1,/s,/s,/s,她,笑,笑,，,没,NAN,NAN,NAN,r,v,v,x,v
0,2,/s,/s,她,笑,笑,，,没,说,NAN,NAN,r,v,v,x,v,v
1,3,/s,她,笑,笑,，,没,说,话,NAN,r,v,v,x,v,v,n
1,4,她,笑,笑,，,没,说,话,。,r,v,v,x,v,v,n,x
1,5,笑,笑,，,没,说,话,。,/s,v,v,x,v,v,n,x,NAN
0,6,笑,，,没,说,话,。,/s,/s,v,x,v,v,n,x,NAN,NAN
1,7,，,没,说,话,。,/s,/s,/s,x,v,v,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,这,些,日,子,NAN,NAN,NAN,NAN,r,q,m,ng
0,1,/s,/s,/s,这,些,日,子,来,NAN,NAN,NAN,r,q,m,ng,v
1,2,/s,/s,这,些,日,子,来,，,NAN,NAN,r,q,m,ng,v,x
0,3,/s,这,些,日,子,来,，,她,NAN,r,q,m,ng,v,x,r
1,4,这,些,日,子,来,，,她,已,r,q,m,ng,v,x,r,d
1,5,些,日,子,来,，,她,已,经,q,m,ng,v,x,r,d,n
1,6,日,子,来,，,她,已,经,对,m,ng,v,x,r,d,n,p
1,7,子,来,，,她,已,经,对,柏,ng,v,x,r,d,n,p,nr
0,8,来,，,她,已,经,对,柏,霈,v,x,r,d,n,p,nr,g
1,9,，,她,已,经,对,柏,霈,文,x,r,d,n,p,nr,g,n
0,10,她,已,经,对,柏,霈,文,很,r,d,n,p,nr,g,n,zg
0,11,已,经,对,柏,霈,文,很,熟,d,n,p,nr,g,n,zg,a
1,12,经,对,柏,霈,文,很,熟,悉,n,p,nr,g,n,zg,a,ns
1,13,对,柏,霈,文,很,熟,悉,了,p,nr,g,n,zg,a,ns,ul
1,14,柏,霈,文,很,熟,悉,了,，,nr,g,n,zg,a,ns,ul,x
0,15,霈,文,很,熟,悉,了,，,他,g,n,zg,a,ns,ul,x,r
1,16,文,很,熟,悉,了,，,他,是,n,zg,a,ns,ul,x,r,v
1,17,很,熟,悉,了,，,他,是,那,zg,a,ns,ul,x,r,v,r
1,18,熟,悉,了,，,他,是,那,种,a,ns,ul,x,r,v,r,m
1,19,悉,了,，,他,是,那,种,男,ns,ul,x,r,v,r,m,n
1,20,了,，,他,是,那,种,男,人,ul,x,r,v,r,m,n,n
0,21,，,他,是,那,种,男,人,，,x,r,v,r,m,n,n,x
1,22,他,是,那,种,男,人,，,无,r,v,r,m,n,n,x,v
0,23,是,那,种,男,人,，,无,论,v,r,m,n,n,x,v,zg
1,24,那,种,男,人,，,无,论,在,r,m,n,n,x,v,zg,p
1,25,种,男,人,，,无,论,在,什,m,n,n,x,v,zg,p,r
0,26,男,人,，,无,论,在,什,么,n,n,x,v,zg,p,r,y
1,27,人,，,无,论,在,什,么,场,n,x,v,zg,p,r,y,q
1,28,，,无,论,在,什,么,场,合,x,v,zg,p,r,y,q,v
0,29,无,论,在,什,么,场,合,里,v,zg,p,r,y,q,v,f
1,30,论,在,什,么,场,合,里,，,zg,p,r,y,q,v,f,x
0,31,在,什,么,场,合,里,，,他,p,r,y,q,v,f,x,r
1,32,什,么,场,合,里,，,他,都,r,y,q,v,f,x,r,d
1,33,么,场,合,里,，,他,都,很,y,q,v,f,x,r,d,zg
1,34,场,合,里,，,他,都,很,容,q,v,f,x,r,d,zg,a
1,35,合,里,，,他,都,很,容,易,v,f,x,r,d,zg,a,a
1,36,里,，,他,都,很,容,易,变,f,x,r,d,zg,a,a,v
1,37,，,他,都,很,容,易,变,成,x,r,d,zg,a,a,v,n
0,38,他,都,很,容,易,变,成,大,r,d,zg,a,a,v,n,a
1,39,都,很,容,易,变,成,大,家,d,zg,a,a,v,n,a,q
0,40,很,容,易,变,成,大,家,的,zg,a,a,v,n,a,q,uj
1,41,容,易,变,成,大,家,的,重,a,a,v,n,a,q,uj,a
0,42,易,变,成,大,家,的,重,心,a,v,n,a,q,uj,a,n
0,43,变,成,大,家,的,重,心,，,v,n,a,q,uj,a,n,x
1,44,成,大,家,的,重,心,，,而,n,a,q,uj,a,n,x,c
0,45,大,家,的,重,心,，,而,且,a,q,uj,a,n,x,c,zg
1,46,家,的,重,心,，,而,且,，,q,uj,a,n,x,c,zg,x
1,47,的,重,心,，,而,且,，,他,uj,a,n,x,c,zg,x,r
0,48,重,心,，,而,且,，,他,会,a,n,x,c,zg,x,r,v
1,49,心,，,而,且,，,他,会,在,n,x,c,zg,x,r,v,p
1,50,，,而,且,，,他,会,在,不,x,c,zg,x,r,v,p,d
0,51,而,且,，,他,会,在,不,知,c,zg,x,r,v,p,d,v
1,52,且,，,他,会,在,不,知,不,zg,x,r,v,p,d,v,d
1,53,，,他,会,在,不,知,不,觉,x,r,v,p,d,v,d,v
1,54,他,会,在,不,知,不,觉,中,r,v,p,d,v,d,v,f
0,55,会,在,不,知,不,觉,中,，,v,p,d,v,d,v,f,x
1,56,在,不,知,不,觉,中,，,成,p,d,v,d,v,f,x,n
1,57,不,知,不,觉,中,，,成,为,d,v,d,v,f,x,n,p
1,58,知,不,觉,中,，,成,为,一,v,d,v,f,x,n,p,m
1,59,不,觉,中,，,成,为,一,个,d,v,f,x,n,p,m,q
0,60,觉,中,，,成,为,一,个,支,v,f,x,n,p,m,q,n
1,61,中,，,成,为,一,个,支,配,f,x,n,p,m,q,n,v
0,62,，,成,为,一,个,支,配,者,x,n,p,m,q,n,v,k
1,63,成,为,一,个,支,配,者,，,n,p,m,q,n,v,k,x
0,64,为,一,个,支,配,者,，,一,p,m,q,n,v,k,x,m
0,65,一,个,支,配,者,，,一,个,m,q,n,v,k,x,m,q
1,66,个,支,配,者,，,一,个,带,q,n,v,k,x,m,q,v
1,67,支,配,者,，,一,个,带,头,n,v,k,x,m,q,v,n
0,68,配,者,，,一,个,带,头,的,v,k,x,m,q,v,n,uj
1,69,者,，,一,个,带,头,的,人,k,x,m,q,v,n,uj,n
0,70,，,一,个,带,头,的,人,，,x,m,q,v,n,uj,n,x
0,71,一,个,带,头,的,人,，,一,m,q,v,n,uj,n,x,m
1,72,个,带,头,的,人,，,一,个,q,v,n,uj,n,x,m,q
1,73,带,头,的,人,，,一,个,主,v,n,uj,n,x,m,q,b
1,74,头,的,人,，,一,个,主,人,n,uj,n,x,m,q,b,n
0,75,的,人,，,一,个,主,人,。,uj,n,x,m,q,b,n,x
1,76,人,，,一,个,主,人,。,/s,n,x,m,q,b,n,x,NAN
0,77,，,一,个,主,人,。,/s,/s,x,m,q,b,n,x,NAN,NAN
1,78,一,个,主,人,。,/s,/s,/s,m,q,b,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,他,们,坐,进,NAN,NAN,NAN,NAN,r,k,v,v
0,1,/s,/s,/s,他,们,坐,进,了,NAN,NAN,NAN,r,k,v,v,ul
1,2,/s,/s,他,们,坐,进,了,汽,NAN,NAN,r,k,v,v,ul,n
0,3,/s,他,们,坐,进,了,汽,车,NAN,r,k,v,v,ul,n,zg
1,4,他,们,坐,进,了,汽,车,，,r,k,v,v,ul,n,zg,x
1,5,们,坐,进,了,汽,车,，,柏,k,v,v,ul,n,zg,x,nr
0,6,坐,进,了,汽,车,，,柏,霈,v,v,ul,n,zg,x,nr,g
1,7,进,了,汽,车,，,柏,霈,文,v,ul,n,zg,x,nr,g,n
1,8,了,汽,车,，,柏,霈,文,把,ul,n,zg,x,nr,g,n,p
0,9,汽,车,，,柏,霈,文,把,车,n,zg,x,nr,g,n,p,zg
1,10,车,，,柏,霈,文,把,车,子,zg,x,nr,g,n,p,zg,ng
1,11,，,柏,霈,文,把,车,子,一,x,nr,g,n,p,zg,ng,m
1,12,柏,霈,文,把,车,子,一,直,nr,g,n,p,zg,ng,m,d
0,13,霈,文,把,车,子,一,直,往,g,n,p,zg,ng,m,d,zg
1,14,文,把,车,子,一,直,往,郊,n,p,zg,ng,m,d,zg,s
0,15,把,车,子,一,直,往,郊,区,p,zg,ng,m,d,zg,s,n
1,16,车,子,一,直,往,郊,区,开,zg,ng,m,d,zg,s,n,v
1,17,子,一,直,往,郊,区,开,去,ng,m,d,zg,s,n,v,v
0,18,一,直,往,郊,区,开,去,，,m,d,zg,s,n,v,v,x
1,19,直,往,郊,区,开,去,，,城,d,zg,s,n,v,v,x,n
0,20,往,郊,区,开,去,，,城,市,zg,s,n,v,v,x,n,n
1,21,郊,区,开,去,，,城,市,很,s,n,v,v,x,n,n,zg
1,22,区,开,去,，,城,市,很,快,n,v,v,x,n,n,zg,a
0,23,开,去,，,城,市,很,快,的,v,v,x,n,n,zg,a,uj
1,24,去,，,城,市,很,快,的,被,v,x,n,n,zg,a,uj,p
0,25,，,城,市,很,快,的,被,抛,x,n,n,zg,a,uj,p,zg
0,26,城,市,很,快,的,被,抛,在,n,n,zg,a,uj,p,zg,p
1,27,市,很,快,的,被,抛,在,后,n,zg,a,uj,p,zg,p,f
1,28,很,快,的,被,抛,在,后,面,zg,a,uj,p,zg,p,f,n
0,29,快,的,被,抛,在,后,面,，,a,uj,p,zg,p,f,n,x
0,30,的,被,抛,在,后,面,，,车,uj,p,zg,p,f,n,x,zg
0,31,被,抛,在,后,面,，,车,窗,p,zg,p,f,n,x,zg,s
1,32,抛,在,后,面,，,车,窗,外,zg,p,f,n,x,zg,s,f
1,33,在,后,面,，,车,窗,外,，,p,f,n,x,zg,s,f,x
1,34,后,面,，,车,窗,外,，,逐,f,n,x,zg,s,f,x,d
0,35,面,，,车,窗,外,，,逐,渐,n,x,zg,s,f,x,d,d
1,36,，,车,窗,外,，,逐,渐,呈,x,zg,s,f,x,d,d,v
1,37,车,窗,外,，,逐,渐,呈,现,zg,s,f,x,d,d,v,tg
0,38,窗,外,，,逐,渐,呈,现,的,s,f,x,d,d,v,tg,uj
1,39,外,，,逐,渐,呈,现,的,是,f,x,d,d,v,tg,uj,v
0,40,，,逐,渐,呈,现,的,是,绿,x,d,d,v,tg,uj,v,a
0,41,逐,渐,呈,现,的,是,绿,色,d,d,v,tg,uj,v,a,ng
1,42,渐,呈,现,的,是,绿,色,的,d,v,tg,uj,v,a,ng,uj
1,43,呈,现,的,是,绿,色,的,原,v,tg,uj,v,a,ng,uj,n
0,44,现,的,是,绿,色,的,原,野,tg,uj,v,a,ng,uj,n,n
0,45,的,是,绿,色,的,原,野,和,uj,v,a,ng,uj,n,n,c
1,46,是,绿,色,的,原,野,和,田,v,a,ng,uj,n,n,c,n
0,47,绿,色,的,原,野,和,田,园,a,ng,uj,n,n,c,n,zg
1,48,色,的,原,野,和,田,园,。,ng,uj,n,n,c,n,zg,x
1,49,的,原,野,和,田,园,。,/s,uj,n,n,c,n,zg,x,NAN
0,50,原,野,和,田,园,。,/s,/s,n,n,c,n,zg,x,NAN,NAN
1,51,野,和,田,园,。,/s,/s,/s,n,c,n,zg,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,含,烟,望,着,NAN,NAN,NAN,NAN,v,n,v,uz
0,1,/s,/s,/s,含,烟,望,着,外,NAN,NAN,NAN,v,n,v,uz,f
0,2,/s,/s,含,烟,望,着,外,面,NAN,NAN,v,n,v,uz,f,n
1,3,/s,含,烟,望,着,外,面,，,NAN,v,n,v,uz,f,n,x
1,4,含,烟,望,着,外,面,，,傍,v,n,v,uz,f,n,x,t
0,5,烟,望,着,外,面,，,傍,晚,n,v,uz,f,n,x,t,tg
1,6,望,着,外,面,，,傍,晚,的,v,uz,f,n,x,t,tg,uj
1,7,着,外,面,，,傍,晚,的,凉,uz,f,n,x,t,tg,uj,v
0,8,外,面,，,傍,晚,的,凉,风,f,n,x,t,tg,uj,v,n
0,9,面,，,傍,晚,的,凉,风,从,n,x,t,tg,uj,v,n,p
1,10,，,傍,晚,的,凉,风,从,开,x,t,tg,uj,v,n,p,v
0,11,傍,晚,的,凉,风,从,开,着,t,tg,uj,v,n,p,v,uz
1,12,晚,的,凉,风,从,开,着,的,tg,uj,v,n,p,v,uz,uj
0,13,的,凉,风,从,开,着,的,车,uj,v,n,p,v,uz,uj,zg
1,14,凉,风,从,开,着,的,车,窗,v,n,p,v,uz,uj,zg,s
0,15,风,从,开,着,的,车,窗,中,n,p,v,uz,uj,zg,s,f
1,16,从,开,着,的,车,窗,中,吹,p,v,uz,uj,zg,s,f,v
0,17,开,着,的,车,窗,中,吹,了,v,uz,uj,zg,s,f,v,ul
1,18,着,的,车,窗,中,吹,了,进,uz,uj,zg,s,f,v,ul,v
1,19,的,车,窗,中,吹,了,进,来,uj,zg,s,f,v,ul,v,v
1,20,车,窗,中,吹,了,进,来,，,zg,s,f,v,ul,v,v,x
1,21,窗,中,吹,了,进,来,，,拂,s,f,v,ul,v,v,x,t
0,22,中,吹,了,进,来,，,拂,乱,f,v,ul,v,v,x,t,d
1,23,吹,了,进,来,，,拂,乱,了,v,ul,v,v,x,t,d,ul
1,24,了,进,来,，,拂,乱,了,含,ul,v,v,x,t,d,ul,v
0,25,进,来,，,拂,乱,了,含,烟,v,v,x,t,d,ul,v,n
1,26,来,，,拂,乱,了,含,烟,的,v,x,t,d,ul,v,n,uj
1,27,，,拂,乱,了,含,烟,的,头,x,t,d,ul,v,n,uj,n
0,28,拂,乱,了,含,烟,的,头,发,t,d,ul,v,n,uj,n,v
0,29,乱,了,含,烟,的,头,发,，,d,ul,v,n,uj,n,v,x
1,30,了,含,烟,的,头,发,，,她,ul,v,n,uj,n,v,x,r
0,31,含,烟,的,头,发,，,她,仰,v,n,uj,n,v,x,r,v
1,32,烟,的,头,发,，,她,仰,靠,n,uj,n,v,x,r,v,v
