Label,No,B3,B2,B1,F1,F2,F3,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3
0,1,/s,/s,其,时,蒙,古,NAN,NAN,r,n,v,a
1,2,/s,其,时,蒙,古,人,NAN,r,n,v,a,n
0,3,其,时,蒙,古,人,质,r,n,v,a,n,ng
0,4,时,蒙,古,人,质,朴,n,v,a,n,ng,zg
1,5,蒙,古,人,质,朴,无,v,a,n,ng,zg,v
0,6,古,人,质,朴,无,文,a,n,ng,zg,v,n
1,7,人,质,朴,无,文,，,n,ng,zg,v,n,x
0,8,质,朴,无,文,，,不,ng,zg,v,n,x,d
1,9,朴,无,文,，,不,似,zg,v,n,x,d,d
1,10,无,文,，,不,似,汉,v,n,x,d,d,j
1,11,文,，,不,似,汉,人,n,x,d,d,j,n
1,12,，,不,似,汉,人,这,x,d,d,j,n,r
0,13,不,似,汉,人,这,般,d,d,j,n,r,u
1,14,似,汉,人,这,般,有,d,j,n,r,u,v
0,15,汉,人,这,般,有,诸,j,n,r,u,v,r
1,16,人,这,般,有,诸,般,n,r,u,v,r,u
1,17,这,般,有,诸,般,不,r,u,v,r,u,d
0,18,般,有,诸,般,不,同,u,v,r,u,d,p
1,19,有,诸,般,不,同,的,v,r,u,d,p,uj
1,20,诸,般,不,同,的,恭,r,u,d,p,uj,ag
0,21,般,不,同,的,恭,敬,u,d,p,uj,ag,v
1,22,不,同,的,恭,敬,称,d,p,uj,ag,v,v
0,23,同,的,恭,敬,称,谓,p,uj,ag,v,v,v
1,24,的,恭,敬,称,谓,，,uj,ag,v,v,v,x
0,25,恭,敬,称,谓,，,华,ag,v,v,v,x,ns
1,26,敬,称,谓,，,华,筝,v,v,v,x,ns,n
1,27,称,谓,，,华,筝,虽,v,v,x,ns,n,zg
0,28,谓,，,华,筝,虽,是,v,x,ns,n,zg,v
1,29,，,华,筝,虽,是,大,x,ns,n,zg,v,a
0,30,华,筝,虽,是,大,汗,ns,n,zg,v,a,zg
1,31,筝,虽,是,大,汗,之,n,zg,v,a,zg,u
0,32,虽,是,大,汗,之,女,zg,v,a,zg,u,b
1,33,是,大,汗,之,女,，,v,a,zg,u,b,x
1,34,大,汗,之,女,，,众,a,zg,u,b,x,ng
1,35,汗,之,女,，,众,人,zg,u,b,x,ng,n
1,36,之,女,，,众,人,却,u,b,x,ng,n,d
0,37,女,，,众,人,却,也,b,x,ng,n,d,d
1,38,，,众,人,却,也,直,x,ng,n,d,d,d
1,39,众,人,却,也,直,呼,ng,n,d,d,d,zg
1,40,人,却,也,直,呼,其,n,d,d,d,zg,r
0,41,却,也,直,呼,其,名,d,d,d,zg,r,q
0,42,也,直,呼,其,名,。,d,d,zg,r,q,x
0,43,直,呼,其,名,。,/s,d,zg,r,q,x,NAN
1,44,呼,其,名,。,/s,/s,zg,r,q,x,NAN,NAN
1,0,/s,/s,/s,华,筝,道,NAN,NAN,NAN,ns,n,q
0,1,/s,/s,华,筝,道,：,NAN,NAN,ns,n,q,x
1,2,/s,华,筝,道,：,干,NAN,ns,n,q,x,v
1,3,华,筝,道,：,干,甚,ns,n,q,x,v,zg
1,4,筝,道,：,干,甚,么,n,q,x,v,zg,y
1,5,道,：,干,甚,么,啊,q,x,v,zg,y,zg
0,6,：,干,甚,么,啊,？,x,v,zg,y,zg,x
1,7,干,甚,么,啊,？,/s,v,zg,y,zg,x,NAN
1,8,甚,么,啊,？,/s,/s,zg,y,zg,x,NAN,NAN
1,0,/s,/s,/s,十,夫,长,NAN,NAN,NAN,m,n,a
0,1,/s,/s,十,夫,长,道,NAN,NAN,m,n,a,q
0,2,/s,十,夫,长,道,：,NAN,m,n,a,q,x
1,3,十,夫,长,道,：,是,m,n,a,q,x,v
1,4,夫,长,道,：,是,王,n,a,q,x,v,nr
1,5,长,道,：,是,王,罕,a,q,x,v,nr,a
1,6,道,：,是,王,罕,的,q,x,v,nr,a,uj
0,7,：,是,王,罕,的,使,x,v,nr,a,uj,v
0,8,是,王,罕,的,使,者,v,nr,a,uj,v,k
1,9,王,罕,的,使,者,到,nr,a,uj,v,k,v
0,10,罕,的,使,者,到,了,a,uj,v,k,v,ul
1,11,的,使,者,到,了,。,uj,v,k,v,ul,x
1,12,使,者,到,了,。,/s,v,k,v,ul,x,NAN
1,13,者,到,了,。,/s,/s,k,v,ul,x,NAN,NAN
1,0,/s,/s,/s,华,筝,立,NAN,NAN,NAN,ns,n,v
0,1,/s,/s,华,筝,立,时,NAN,NAN,ns,n,v,n
1,2,/s,华,筝,立,时,皱,NAN,ns,n,v,n,v
0,3,华,筝,立,时,皱,起,ns,n,v,n,v,v
1,4,筝,立,时,皱,起,了,n,v,n,v,v,ul
0,5,立,时,皱,起,了,眉,v,n,v,v,ul,n
1,6,时,皱,起,了,眉,头,n,v,v,ul,n,n
1,7,皱,起,了,眉,头,。,v,v,ul,n,n,x
0,8,起,了,眉,头,。,/s,v,ul,n,n,x,NAN
1,9,了,眉,头,。,/s,/s,ul,n,n,x,NAN,NAN
1,0,/s,/s,/s,怒,道,：,NAN,NAN,NAN,vg,q,x
0,1,/s,/s,怒,道,：,我,NAN,NAN,vg,q,x,r
1,2,/s,怒,道,：,我,不,NAN,vg,q,x,r,d
1,3,怒,道,：,我,不,去,vg,q,x,r,d,v
1,4,道,：,我,不,去,。,q,x,r,d,v,x
1,5,：,我,不,去,。,/s,x,r,d,v,x,NAN
1,6,我,不,去,。,/s,/s,r,d,v,x,NAN,NAN
1,0,/s,/s,/s,十,夫,长,NAN,NAN,NAN,m,n,a
0,1,/s,/s,十,夫,长,道,NAN,NAN,m,n,a,q
0,2,/s,十,夫,长,道,：,NAN,m,n,a,q,x
1,3,十,夫,长,道,：,你,m,n,a,q,x,r
1,4,夫,长,道,：,你,不,n,a,q,x,r,d
1,5,长,道,：,你,不,去,a,q,x,r,d,v
1,6,道,：,你,不,去,，,q,x,r,d,v,x
1,7,：,你,不,去,，,大,x,r,d,v,x,a
1,8,你,不,去,，,大,汗,r,d,v,x,a,zg
1,9,不,去,，,大,汗,要,d,v,x,a,zg,v
0,10,去,，,大,汗,要,生,v,x,a,zg,v,vn
1,11,，,大,汗,要,生,气,x,a,zg,v,vn,n
1,12,大,汗,要,生,气,的,a,zg,v,vn,n,uj
0,13,汗,要,生,气,的,。,zg,v,vn,n,uj,x
0,14,要,生,气,的,。,/s,v,vn,n,uj,x,NAN
1,15,生,气,的,。,/s,/s,vn,n,uj,x,NAN,NAN
1,0,/s,/s,/s,华,筝,幼,NAN,NAN,NAN,ns,n,n
0,1,/s,/s,华,筝,幼,时,NAN,NAN,ns,n,n,n
1,2,/s,华,筝,幼,时,由,NAN,ns,n,n,n,p
0,3,华,筝,幼,时,由,父,ns,n,n,n,p,n
1,4,筝,幼,时,由,父,亲,n,n,n,p,n,v
1,5,幼,时,由,父,亲,许,n,n,p,n,v,m
0,6,时,由,父,亲,许,配,n,p,n,v,m,v
1,7,由,父,亲,许,配,给,p,n,v,m,v,p
0,8,父,亲,许,配,给,王,n,v,m,v,p,nr
0,9,亲,许,配,给,王,罕,v,m,v,p,nr,a
1,10,许,配,给,王,罕,的,m,v,p,nr,a,uj
0,11,配,给,王,罕,的,孩,v,p,nr,a,uj,n
0,12,给,王,罕,的,孩,子,p,nr,a,uj,n,ng
1,13,王,罕,的,孩,子,都,nr,a,uj,n,ng,d
0,14,罕,的,孩,子,都,史,a,uj,n,ng,d,nr
1,15,的,孩,子,都,史,，,uj,n,ng,d,nr,x
1,16,孩,子,都,史,，,这,n,ng,d,nr,x,r
1,17,子,都,史,，,这,些,ng,d,nr,x,r,q
1,18,都,史,，,这,些,年,d,nr,x,r,q,m
0,19,史,，,这,些,年,来,nr,x,r,q,m,v
0,20,，,这,些,年,来,却,x,r,q,m,v,d
0,21,这,些,年,来,却,与,r,q,m,v,d,p
1,22,些,年,来,却,与,郭,q,m,v,d,p,nr
1,23,年,来,却,与,郭,靖,m,v,d,p,nr,nr
1,24,来,却,与,郭,靖,很,v,d,p,nr,nr,zg
0,25,却,与,郭,靖,很,是,d,p,nr,nr,zg,v
1,26,与,郭,靖,很,是,要,p,nr,nr,zg,v,v
1,27,郭,靖,很,是,要,好,nr,nr,zg,v,v,a
1,28,靖,很,是,要,好,，,nr,zg,v,v,a,x
1,29,很,是,要,好,，,虽,zg,v,v,a,x,zg
1,30,是,要,好,，,虽,然,v,v,a,x,zg,c
1,31,要,好,，,虽,然,大,v,a,x,zg,c,a
0,32,好,，,虽,然,大,家,a,x,zg,c,a,q
1,33,，,虽,然,大,家,年,x,zg,c,a,q,m
0,34,虽,然,大,家,年,幼,zg,c,a,q,m,n
1,35,然,大,家,年,幼,，,c,a,q,m,n,x
0,36,大,家,年,幼,，,说,a,q,m,n,x,v
1,37,家,年,幼,，,说,不,q,m,n,x,v,d
1,38,年,幼,，,说,不,上,m,n,x,v,d,f
0,39,幼,，,说,不,上,有,n,x,v,d,f,v
1,40,，,说,不,上,有,甚,x,v,d,f,v,zg
1,41,说,不,上,有,甚,么,v,d,f,v,zg,y
1,42,不,上,有,甚,么,情,d,f,v,zg,y,n
0,43,上,有,甚,么,情,意,f,v,zg,y,n,n
1,44,有,甚,么,情,意,，,v,zg,y,n,n,x
0,45,甚,么,情,意,，,但,zg,y,n,n,x,c
1,46,么,情,意,，,但,每,y,n,n,x,c,zg
1,47,情,意,，,但,每,一,n,n,x,c,zg,m
1,48,意,，,但,每,一,想,n,x,c,zg,m,v
1,49,，,但,每,一,想,到,x,c,zg,m,v,v
1,50,但,每,一,想,到,将,c,zg,m,v,v,d
0,51,每,一,想,到,将,来,zg,m,v,v,d,v
1,52,一,想,到,将,来,要,m,v,v,d,v,v
0,53,想,到,将,来,要,与,v,v,d,v,v,p
1,54,到,将,来,要,与,郭,v,d,v,v,p,nr
1,55,将,来,要,与,郭,靖,d,v,v,p,nr,nr
1,56,来,要,与,郭,靖,分,v,v,p,nr,nr,v
0,57,要,与,郭,靖,分,别,v,p,nr,nr,v,r
1,58,与,郭,靖,分,别,，,p,nr,nr,v,r,x
0,59,郭,靖,分,别,，,去,nr,nr,v,r,x,v
1,60,靖,分,别,，,去,嫁,nr,v,r,x,v,v
1,61,分,别,，,去,嫁,给,v,r,x,v,v,p
1,62,别,，,去,嫁,给,那,r,x,v,v,p,r
0,63,，,去,嫁,给,那,出,x,v,v,p,r,v
1,64,去,嫁,给,那,出,名,v,v,p,r,v,q
1,65,嫁,给,那,出,名,骄,v,p,r,v,q,a
0,66,给,那,出,名,骄,纵,p,r,v,q,a,n
1,67,那,出,名,骄,纵,的,r,v,q,a,n,uj
0,68,出,名,骄,纵,的,都,v,q,a,n,uj,d
0,69,名,骄,纵,的,都,史,q,a,n,uj,d,nr
1,70,骄,纵,的,都,史,，,a,n,uj,d,nr,x
1,71,纵,的,都,史,，,总,n,uj,d,nr,x,b
1,72,的,都,史,，,总,是,uj,d,nr,x,b,v
1,73,都,史,，,总,是,好,d,nr,x,b,v,a
0,74,史,，,总,是,好,生,nr,x,b,v,a,vn
1,75,，,总,是,好,生,不,x,b,v,a,vn,d
0,76,总,是,好,生,不,乐,b,v,a,vn,d,a
1,77,是,好,生,不,乐,，,v,a,vn,d,a,x
1,78,好,生,不,乐,，,这,a,vn,d,a,x,r
1,79,生,不,乐,，,这,时,vn,d,a,x,r,n
1,80,不,乐,，,这,时,撅,d,a,x,r,n,v
0,81,乐,，,这,时,撅,起,a,x,r,n,v,v
1,82,，,这,时,撅,起,了,x,r,n,v,v,ul
1,83,这,时,撅,起,了,小,r,n,v,v,ul,a
1,84,时,撅,起,了,小,嘴,n,v,v,ul,a,n
1,85,撅,起,了,小,嘴,，,v,v,ul,a,n,x
1,86,起,了,小,嘴,，,默,v,ul,a,n,x,z
1,87,了,小,嘴,，,默,不,ul,a,n,x,z,d
1,88,小,嘴,，,默,不,作,a,n,x,z,d,v
0,89,嘴,，,默,不,作,声,n,x,z,d,v,n
1,90,，,默,不,作,声,，,x,z,d,v,n,x
0,91,默,不,作,声,，,挨,z,d,v,n,x,v
1,92,不,作,声,，,挨,了,d,v,n,x,v,ul
1,93,作,声,，,挨,了,一,v,n,x,v,ul,m
1,94,声,，,挨,了,一,会,n,x,v,ul,m,v
1,95,，,挨,了,一,会,，,x,v,ul,m,v,x
0,96,挨,了,一,会,，,终,v,ul,m,v,x,d
1,97,了,一,会,，,终,究,ul,m,v,x,d,d
1,98,一,会,，,终,究,不,m,v,x,d,d,d
0,99,会,，,终,究,不,敢,v,x,d,d,d,v
1,100,，,终,究,不,敢,违,x,d,d,d,v,vg
1,101,终,究,不,敢,违,拗,d,d,d,v,vg,a
1,102,究,不,敢,违,拗,父,d,d,v,vg,a,n
0,103,不,敢,违,拗,父,命,d,v,vg,a,n,n
1,104,敢,违,拗,父,命,，,v,vg,a,n,n,x
0,105,违,拗,父,命,，,随,vg,a,n,n,x,v
1,106,拗,父,命,，,随,着,a,n,n,x,v,uz
1,107,父,命,，,随,着,十,n,n,x,v,uz,m
0,108,命,，,随,着,十,夫,n,x,v,uz,m,n
1,109,，,随,着,十,夫,长,x,v,uz,m,n,a
0,110,随,着,十,夫,长,而,v,uz,m,n,a,c
0,111,着,十,夫,长,而,去,uz,m,n,a,c,v
1,112,十,夫,长,而,去,。,m,n,a,c,v,x
1,113,夫,长,而,去,。,/s,n,a,c,v,x,NAN
1,114,长,而,去,。,/s,/s,a,c,v,x,NAN,NAN
1,0,/s,/s,/s,原,来,王,NAN,NAN,NAN,n,v,nr
0,1,/s,/s,原,来,王,罕,NAN,NAN,n,v,nr,a
1,2,/s,原,来,王,罕,与,NAN,n,v,nr,a,p
0,3,原,来,王,罕,与,桑,n,v,nr,a,p,nr
1,4,来,王,罕,与,桑,昆,v,nr,a,p,nr,ns
1,5,王,罕,与,桑,昆,以,nr,a,p,nr,ns,p
1,6,罕,与,桑,昆,以,儿,a,p,nr,ns,p,n
0,7,与,桑,昆,以,儿,子,p,nr,ns,p,n,ng
1,8,桑,昆,以,儿,子,成,nr,ns,p,n,ng,n
0,9,昆,以,儿,子,成,长,ns,p,n,ng,n,a
1,10,以,儿,子,成,长,，,p,n,ng,n,a,x
0,11,儿,子,成,长,，,要,n,ng,n,a,x,v
1,12,子,成,长,，,要,择,ng,n,a,x,v,v
1,13,成,长,，,要,择,日,n,a,x,v,v,m
1,14,长,，,要,择,日,成,a,x,v,v,m,n
0,15,，,要,择,日,成,婚,x,v,v,m,n,n
1,16,要,择,日,成,婚,，,v,v,m,n,n,x
0,17,择,日,成,婚,，,命,v,m,n,n,x,n
1,18,日,成,婚,，,命,人,m,n,n,x,n,n
1,19,成,婚,，,命,人,送,n,n,x,n,n,v
0,20,婚,，,命,人,送,来,n,x,n,n,v,v
1,21,，,命,人,送,来,了,x,n,n,v,v,ul
0,22,命,人,送,来,了,礼,n,n,v,v,ul,n
1,23,人,送,来,了,礼,物,n,v,v,ul,n,zg
1,24,送,来,了,礼,物,，,v,v,ul,n,zg,x
0,25,来,了,礼,物,，,铁,v,ul,n,zg,x,n
1,26,了,礼,物,，,铁,木,ul,n,zg,x,n,n
1,27,礼,物,，,铁,木,真,n,zg,x,n,n,d
0,28,物,，,铁,木,真,要,zg,x,n,n,d,v
0,29,，,铁,木,真,要,她,x,n,n,d,v,r
1,30,铁,木,真,要,她,会,n,n,d,v,r,v
1,31,木,真,要,她,会,见,n,d,v,r,v,v
1,32,真,要,她,会,见,使,d,v,r,v,v,v
0,33,要,她,会,见,使,者,v,r,v,v,v,k
1,34,她,会,见,使,者,。,r,v,v,v,k,x
0,35,会,见,使,者,。,/s,v,v,v,k,x,NAN
1,36,见,使,者,。,/s,/s,v,v,k,x,NAN,NAN
1,0,/s,/s,/s,当,晚,郭,NAN,NAN,NAN,t,tg,nr
0,1,/s,/s,当,晚,郭,靖,NAN,NAN,t,tg,nr,nr
1,2,/s,当,晚,郭,靖,睡,NAN,t,tg,nr,nr,v
0,3,当,晚,郭,靖,睡,到,t,tg,nr,nr,v,v
1,4,晚,郭,靖,睡,到,中,tg,nr,nr,v,v,f
1,5,郭,靖,睡,到,中,夜,nr,nr,v,v,f,t
1,6,靖,睡,到,中,夜,，,nr,v,v,f,t,x
0,7,睡,到,中,夜,，,忽,v,v,f,t,x,d
1,8,到,中,夜,，,忽,听,v,f,t,x,d,v
1,9,中,夜,，,忽,听,得,f,t,x,d,v,ud
1,10,夜,，,忽,听,得,帐,t,x,d,v,ud,q
0,11,，,忽,听,得,帐,外,x,d,v,ud,q,f
1,12,忽,听,得,帐,外,有,d,v,ud,q,f,v
1,13,听,得,帐,外,有,人,v,ud,q,f,v,n
1,14,得,帐,外,有,人,轻,ud,q,f,v,n,a
0,15,帐,外,有,人,轻,轻,q,f,v,n,a,a
1,16,外,有,人,轻,轻,拍,f,v,n,a,a,v
0,17,有,人,轻,轻,拍,了,v,n,a,a,v,ul
1,18,人,轻,轻,拍,了,三,n,a,a,v,ul,m
1,19,轻,轻,拍,了,三,下,a,a,v,ul,m,f
1,20,轻,拍,了,三,下,手,a,v,ul,m,f,n
0,21,拍,了,三,下,手,掌,v,ul,m,f,n,v
1,22,了,三,下,手,掌,，,ul,m,f,n,v,x
0,23,三,下,手,掌,，,他,m,f,n,v,x,r
1,24,下,手,掌,，,他,坐,f,n,v,x,r,v
1,25,手,掌,，,他,坐,起,n,v,x,r,v,v
1,26,掌,，,他,坐,起,身,v,x,r,v,v,ng
1,27,，,他,坐,起,身,来,x,r,v,v,ng,v
0,28,他,坐,起,身,来,，,r,v,v,ng,v,x
1,29,坐,起,身,来,，,只,v,v,ng,v,x,d
1,30,起,身,来,，,只,听,v,ng,v,x,d,v
1,31,身,来,，,只,听,得,ng,v,x,d,v,ud
1,32,来,，,只,听,得,有,v,x,d,v,ud,v
0,33,，,只,听,得,有,人,x,d,v,ud,v,n
1,34,只,听,得,有,人,以,d,v,ud,v,n,p
0,35,听,得,有,人,以,汉,v,ud,v,n,p,j
1,36,得,有,人,以,汉,语,ud,v,n,p,j,ng
1,37,有,人,以,汉,语,轻,v,n,p,j,ng,a
0,38,人,以,汉,语,轻,声,n,p,j,ng,a,n
1,39,以,汉,语,轻,声,道,p,j,ng,a,n,q
0,40,汉,语,轻,声,道,：,j,ng,a,n,q,x
0,41,语,轻,声,道,：,郭,ng,a,n,q,x,nr
1,42,轻,声,道,：,郭,靖,a,n,q,x,nr,nr
1,43,声,道,：,郭,靖,，,n,q,x,nr,nr,x
0,44,道,：,郭,靖,，,你,q,x,nr,nr,x,r
1,45,：,郭,靖,，,你,出,x,nr,nr,x,r,v
1,46,郭,靖,，,你,出,来,nr,nr,x,r,v,v
1,47,靖,，,你,出,来,。,nr,x,r,v,v,x
0,48,，,你,出,来,。,/s,x,r,v,v,x,NAN
1,49,你,出,来,。,/s,/s,r,v,v,x,NAN,NAN
1,0,/s,/s,/s,郭,靖,微,NAN,NAN,NAN,nr,nr,n
0,1,/s,/s,郭,靖,微,感,NAN,NAN,nr,nr,n,v
0,2,/s,郭,靖,微,感,诧,NAN,nr,nr,n,v,a
1,3,郭,靖,微,感,诧,异,nr,nr,n,v,a,zg
1,4,靖,微,感,诧,异,，,nr,n,v,a,zg,x
0,5,微,感,诧,异,，,听,n,v,a,zg,x,v
1,6,感,诧,异,，,听,声,v,a,zg,x,v,n
1,7,诧,异,，,听,声,音,a,zg,x,v,n,n
1,8,异,，,听,声,音,不,zg,x,v,n,n,d
0,9,，,听,声,音,不,熟,x,v,n,n,d,a
1,10,听,声,音,不,熟,，,v,n,n,d,a,x
1,11,声,音,不,熟,，,揭,n,n,d,a,x,zg
1,12,音,不,熟,，,揭,开,n,d,a,x,zg,v
1,13,不,熟,，,揭,开,帐,d,a,x,zg,v,q
0,14,熟,，,揭,开,帐,幕,a,x,zg,v,q,q
1,15,，,揭,开,帐,幕,一,x,zg,v,q,q,m
0,16,揭,开,帐,幕,一,角,zg,v,q,q,m,n
1,17,开,帐,幕,一,角,往,v,q,q,m,n,zg
0,18,帐,幕,一,角,往,外,q,q,m,n,zg,f
1,19,幕,一,角,往,外,张,q,m,n,zg,f,q
0,20,一,角,往,外,张,望,m,n,zg,f,q,v
1,21,角,往,外,张,望,，,n,zg,f,q,v,x
0,22,往,外,张,望,，,月,zg,f,q,v,x,m
1,23,外,张,望,，,月,光,f,q,v,x,m,n
1,24,张,望,，,月,光,下,q,v,x,m,n,f
0,25,望,，,月,光,下,只,v,x,m,n,f,d
1,26,，,月,光,下,只,见,x,m,n,f,d,v
1,27,月,光,下,只,见,左,m,n,f,d,v,m
0,28,光,下,只,见,左,前,n,f,d,v,m,f
1,29,下,只,见,左,前,方,f,d,v,m,f,n
0,30,只,见,左,前,方,大,d,v,m,f,n,a
0,31,见,左,前,方,大,树,v,m,f,n,a,v
1,32,左,前,方,大,树,之,m,f,n,a,v,u
0,33,前,方,大,树,之,旁,f,n,a,v,u,f
1,34,方,大,树,之,旁,站,n,a,v,u,f,v
1,35,大,树,之,旁,站,着,a,v,u,f,v,uz
0,36,树,之,旁,站,着,一,v,u,f,v,uz,m
1,37,之,旁,站,着,一,个,u,f,v,uz,m,q
1,38,旁,站,着,一,个,人,f,v,uz,m,q,n
0,39,站,着,一,个,人,。,v,uz,m,q,n,x
1,40,着,一,个,人,。,/s,uz,m,q,n,x,NAN
1,41,一,个,人,。,/s,/s,m,q,n,x,NAN,NAN
1,0,/s,/s,/s,郭,靖,出,NAN,NAN,NAN,nr,nr,v
0,1,/s,/s,郭,靖,出,帐,NAN,NAN,nr,nr,v,q
0,2,/s,郭,靖,出,帐,近,NAN,nr,nr,v,q,a
1,3,郭,靖,出,帐,近,前,nr,nr,v,q,a,f
1,4,靖,出,帐,近,前,，,nr,v,q,a,f,x
0,5,出,帐,近,前,，,只,v,q,a,f,x,d
1,6,帐,近,前,，,只,见,q,a,f,x,d,v
1,7,近,前,，,只,见,那,a,f,x,d,v,r
0,8,前,，,只,见,那,人,f,x,d,v,r,n
1,9,，,只,见,那,人,宽,x,d,v,r,n,a
0,10,只,见,那,人,宽,袍,d,v,r,n,a,ng
1,11,见,那,人,宽,袍,大,v,r,n,a,ng,a
0,12,那,人,宽,袍,大,袖,r,n,a,ng,a,n
1,13,人,宽,袍,大,袖,，,n,a,ng,a,n,x
0,14,宽,袍,大,袖,，,头,a,ng,a,n,x,n
1,15,袍,大,袖,，,头,发,ng,a,n,x,n,v
1,16,大,袖,，,头,发,打,a,n,x,n,v,v
0,17,袖,，,头,发,打,成,n,x,n,v,v,n
1,18,，,头,发,打,成,髻,x,n,v,v,n,g
0,19,头,发,打,成,髻,子,n,v,v,n,g,ng
1,20,发,打,成,髻,子,，,v,v,n,g,ng,x
1,21,打,成,髻,子,，,不,v,n,g,ng,x,d
1,22,成,髻,子,，,不,男,n,g,ng,x,d,n
1,23,髻,子,，,不,男,不,g,ng,x,d,n,d
1,24,子,，,不,男,不,女,ng,x,d,n,d,b
0,25,，,不,男,不,女,，,x,d,n,d,b,x
1,26,不,男,不,女,，,面,d,n,d,b,x,n
1,27,男,不,女,，,面,貌,n,d,b,x,n,ng
1,28,不,女,，,面,貌,为,d,b,x,n,ng,p
0,29,女,，,面,貌,为,树,b,x,n,ng,p,v
1,30,，,面,貌,为,树,影,x,n,ng,p,v,vn
1,31,面,貌,为,树,影,所,n,ng,p,v,vn,c
0,32,貌,为,树,影,所,遮,ng,p,v,vn,c,v
1,33,为,树,影,所,遮,，,p,v,vn,c,v,x
1,34,树,影,所,遮,，,看,v,vn,c,v,x,v
1,35,影,所,遮,，,看,不,vn,c,v,x,v,d
1,36,所,遮,，,看,不,清,c,v,x,v,d,t
0,37,遮,，,看,不,清,楚,v,x,v,d,t,nr
1,38,，,看,不,清,楚,。,x,v,d,t,nr,x
0,39,看,不,清,楚,。,/s,v,d,t,nr,x,NAN
1,40,不,清,楚,。,/s,/s,d,t,nr,x,NAN,NAN
1,0,/s,/s,/s,原,来,这,NAN,NAN,NAN,n,v,r
0,1,/s,/s,原,来,这,人,NAN,NAN,n,v,r,n
1,2,/s,原,来,这,人,是,NAN,n,v,r,n,v
0,3,原,来,这,人,是,个,n,v,r,n,v,q
1,4,来,这,人,是,个,道,v,r,n,v,q,q
1,5,这,人,是,个,道,士,r,n,v,q,q,n
1,6,人,是,个,道,士,，,n,v,q,q,n,x
0,7,是,个,道,士,，,郭,v,q,q,n,x,nr
1,8,个,道,士,，,郭,靖,q,q,n,x,nr,nr
1,9,道,士,，,郭,靖,却,q,n,x,nr,nr,d
0,10,士,，,郭,靖,却,从,n,x,nr,nr,d,p
1,11,，,郭,靖,却,从,来,x,nr,nr,d,p,v
1,12,郭,靖,却,从,来,没,nr,nr,d,p,v,v
0,13,靖,却,从,来,没,见,nr,d,p,v,v,v
1,14,却,从,来,没,见,过,d,p,v,v,v,ug
1,15,从,来,没,见,过,道,p,v,v,v,ug,q
1,16,来,没,见,过,道,士,v,v,v,ug,q,n
1,17,没,见,过,道,士,，,v,v,ug,q,n,x
0,18,见,过,道,士,，,问,v,ug,q,n,x,n
1,19,过,道,士,，,问,道,ug,q,n,x,n,q
1,20,道,士,，,问,道,：,q,n,x,n,q,x
0,21,士,，,问,道,：,你,n,x,n,q,x,r
1,22,，,问,道,：,你,是,x,n,q,x,r,v
1,23,问,道,：,你,是,谁,n,q,x,r,v,r
1,24,道,：,你,是,谁,？,q,x,r,v,r,x
1,25,：,你,是,谁,？,/s,x,r,v,r,x,NAN
1,26,你,是,谁,？,/s,/s,r,v,r,x,NAN,NAN
1,0,/s,/s,/s,找,我,干,NAN,NAN,NAN,v,r,v
1,1,/s,/s,找,我,干,甚,NAN,NAN,v,r,v,zg
1,2,/s,找,我,干,甚,么,NAN,v,r,v,zg,y
1,3,找,我,干,甚,么,？,v,r,v,zg,y,x
0,4,我,干,甚,么,？,/s,r,v,zg,y,x,NAN
1,5,干,甚,么,？,/s,/s,v,zg,y,x,NAN,NAN
1,0,/s,/s,/s,那,人,道,NAN,NAN,NAN,r,n,q
0,1,/s,/s,那,人,道,：,NAN,NAN,r,n,q,x
0,2,/s,那,人,道,：,你,NAN,r,n,q,x,r
1,3,那,人,道,：,你,是,r,n,q,x,r,v
1,4,人,道,：,你,是,郭,n,q,x,r,v,nr
1,5,道,：,你,是,郭,靖,q,x,r,v,nr,nr
1,6,：,你,是,郭,靖,，,x,r,v,nr,nr,x
0,7,你,是,郭,靖,，,是,r,v,nr,nr,x,v
1,8,是,郭,靖,，,是,不,v,nr,nr,x,v,d
1,9,郭,靖,，,是,不,是,nr,nr,x,v,d,v
0,10,靖,，,是,不,是,？,nr,x,v,d,v,x
0,11,，,是,不,是,？,/s,x,v,d,v,x,NAN
1,12,是,不,是,？,/s,/s,v,d,v,x,NAN,NAN
1,0,/s,/s,/s,郭,靖,道,NAN,NAN,NAN,nr,nr,q
0,1,/s,/s,郭,靖,道,：,NAN,NAN,nr,nr,q,x
0,2,/s,郭,靖,道,：,是,NAN,nr,nr,q,x,v
1,3,郭,靖,道,：,是,。,nr,nr,q,x,v,x
1,4,靖,道,：,是,。,/s,nr,q,x,v,x,NAN
1,5,道,：,是,。,/s,/s,q,x,v,x,NAN,NAN
1,0,/s,/s,/s,那,人,道,NAN,NAN,NAN,r,n,q
0,1,/s,/s,那,人,道,：,NAN,NAN,r,n,q,x
0,2,/s,那,人,道,：,你,NAN,r,n,q,x,r
1,3,那,人,道,：,你,那,r,n,q,x,r,r
1,4,人,道,：,你,那,柄,n,q,x,r,r,n
1,5,道,：,你,那,柄,削,q,x,r,r,n,zg
1,6,：,你,那,柄,削,铁,x,r,r,n,zg,n
1,7,你,那,柄,削,铁,如,r,r,n,zg,n,v
0,8,那,柄,削,铁,如,泥,r,n,zg,n,v,n
0,9,柄,削,铁,如,泥,的,n,zg,n,v,n,uj
