Label,No,B2,B1,F1,F2,POSB2,POSB1,POSF1,POSF2
0,1,/s,郭,靖,当,NAN,nr,nr,t
1,2,郭,靖,当,晚,nr,nr,t,tg
0,3,靖,当,晚,又,nr,t,tg,d
1,4,当,晚,又,去,t,tg,d,v
1,5,晚,又,去,，,tg,d,v,x
1,6,又,去,，,仍,d,v,x,zg
1,7,去,，,仍,是,v,x,zg,v
1,8,，,仍,是,那,x,zg,v,r
1,9,仍,是,那,道,zg,v,r,q
0,10,是,那,道,人,v,r,q,n
0,11,那,道,人,用,r,q,n,p
1,12,道,人,用,长,q,n,p,a
1,13,人,用,长,绳,n,p,a,n
0,14,用,长,绳,将,p,a,n,d
1,15,长,绳,将,他,a,n,d,r
1,16,绳,将,他,缒,n,d,r,v
1,17,将,他,缒,上,d,r,v,f
1,18,他,缒,上,。,r,v,f,x
1,19,缒,上,。,/s,v,f,x,NAN
1,0,/s,/s,他,平,NAN,NAN,r,n
1,1,/s,他,平,日,NAN,r,n,m
0,2,他,平,日,跟,r,n,m,p
1,3,平,日,跟,着,n,m,p,uz
0,4,日,跟,着,六,m,p,uz,m
1,5,跟,着,六,位,p,uz,m,q
0,6,着,六,位,师,uz,m,q,ng
1,7,六,位,师,父,m,q,ng,n
0,8,位,师,父,学,q,ng,n,n
1,9,师,父,学,武,ng,n,n,n
0,10,父,学,武,，,n,n,n,x
1,11,学,武,，,时,n,n,x,n
1,12,武,，,时,时,n,x,n,n
0,13,，,时,时,彻,x,n,n,ad
1,14,时,时,彻,夜,n,n,ad,t
0,15,时,彻,夜,不,n,ad,t,d
1,16,彻,夜,不,归,ad,t,d,v
1,17,夜,不,归,，,t,d,v,x
1,18,不,归,，,他,d,v,x,r
1,19,归,，,他,母,v,x,r,n
1,20,，,他,母,亲,x,r,n,v
0,21,他,母,亲,也,r,n,v,d
1,22,母,亲,也,从,n,v,d,p
1,23,亲,也,从,来,v,d,p,v
0,24,也,从,来,不,d,p,v,d
0,25,从,来,不,问,p,v,d,n
1,26,来,不,问,。,v,d,n,x
1,27,不,问,。,/s,d,n,x,NAN
1,0,/s,/s,如,此,NAN,NAN,v,zg
0,1,/s,如,此,晚,NAN,v,zg,tg
1,2,如,此,晚,来,v,zg,tg,v
0,3,此,晚,来,朝,zg,tg,v,ns
1,4,晚,来,朝,去,tg,v,ns,v
1,5,来,朝,去,。,v,ns,v,x
1,6,朝,去,。,/s,ns,v,x,NAN
1,0,/s,/s,郭,靖,NAN,NAN,nr,nr
0,1,/s,郭,靖,夜,NAN,nr,nr,t
1,2,郭,靖,夜,夜,nr,nr,t,t
0,3,靖,夜,夜,在,nr,t,t,p
1,4,夜,夜,在,崖,t,t,p,ng
1,5,夜,在,崖,顶,t,p,ng,v
0,6,在,崖,顶,打,p,ng,v,v
1,7,崖,顶,打,坐,ng,v,v,v
0,8,顶,打,坐,练,v,v,v,v
1,9,打,坐,练,气,v,v,v,n
0,10,坐,练,气,。,v,v,n,x
1,11,练,气,。,/s,v,n,x,NAN
1,0,/s,/s,说,也,NAN,NAN,v,d
1,1,/s,说,也,奇,NAN,v,d,ag
1,2,说,也,奇,怪,v,d,ag,v
0,3,也,奇,怪,，,d,ag,v,x
1,4,奇,怪,，,那,ag,v,x,r
1,5,怪,，,那,道,v,x,r,q
0,6,，,那,道,人,x,r,q,n
0,7,那,道,人,并,r,q,n,c
1,8,道,人,并,未,q,n,c,d
0,9,人,并,未,教,n,c,d,v
1,10,并,未,教,他,c,d,v,r
0,11,未,教,他,一,d,v,r,m
1,12,教,他,一,手,v,r,m,n
0,13,他,一,手,半,r,m,n,m
1,14,一,手,半,脚,m,n,m,n
0,15,手,半,脚,武,n,m,n,n
1,16,半,脚,武,功,m,n,n,n
0,17,脚,武,功,，,n,n,n,x
1,18,武,功,，,然,n,n,x,c
1,19,功,，,然,而,n,x,c,c
0,20,，,然,而,他,x,c,c,r
1,21,然,而,他,日,c,c,r,m
1,22,而,他,日,间,c,r,m,f
0,23,他,日,间,练,r,m,f,v
1,24,日,间,练,武,m,f,v,n
0,25,间,练,武,之,f,v,n,u
1,26,练,武,之,时,v,n,u,n
1,27,武,之,时,，,n,u,n,x
1,28,之,时,，,竟,u,n,x,d
1,29,时,，,竟,尔,n,x,d,nr
0,30,，,竟,尔,渐,x,d,nr,d
1,31,竟,尔,渐,渐,d,nr,d,d
0,32,尔,渐,渐,身,nr,d,d,ng
1,33,渐,渐,身,轻,d,d,ng,a
0,34,渐,身,轻,足,d,ng,a,a
1,35,身,轻,足,健,ng,a,a,a
0,36,轻,足,健,。,a,a,a,x
1,37,足,健,。,/s,a,a,x,NAN
1,0,/s,/s,半,年,NAN,NAN,m,m
0,1,/s,半,年,之,NAN,m,m,u
1,2,半,年,之,后,m,m,u,f
0,3,年,之,后,，,m,u,f,x
1,4,之,后,，,本,u,f,x,r
1,5,后,，,本,来,f,x,r,v
0,6,，,本,来,劲,x,r,v,n
1,7,本,来,劲,力,r,v,n,n
0,8,来,劲,力,使,v,n,n,v
1,9,劲,力,使,不,n,n,v,d
1,10,力,使,不,到,n,v,d,v
1,11,使,不,到,的,v,d,v,uj
0,12,不,到,的,地,d,v,uj,uv
0,13,到,的,地,方,v,uj,uv,n
1,14,的,地,方,，,uj,uv,n,x
1,15,地,方,，,现,uv,n,x,tg
1,16,方,，,现,下,n,x,tg,f
0,17,，,现,下,一,x,tg,f,m
1,18,现,下,一,伸,tg,f,m,v
1,19,下,一,伸,手,f,m,v,n
0,20,一,伸,手,就,m,v,n,d
1,21,伸,手,就,自,v,n,d,p
1,22,手,就,自,然,n,d,p,c
0,23,就,自,然,而,d,p,c,c
0,24,自,然,而,然,p,c,c,c
0,25,然,而,然,的,c,c,c,uj
0,26,而,然,的,用,c,c,uj,p
1,27,然,的,用,上,c,uj,p,f
1,28,的,用,上,了,uj,p,f,ul
1,29,用,上,了,巧,p,f,ul,a
1,30,上,了,巧,劲,f,ul,a,n
0,31,了,巧,劲,：,ul,a,n,x
1,32,巧,劲,：,原,a,n,x,n
1,33,劲,：,原,来,n,x,n,v
0,34,：,原,来,拚,x,n,v,zg
1,35,原,来,拚,了,n,v,zg,ul
1,36,来,拚,了,命,v,zg,ul,n
1,37,拚,了,命,也,zg,ul,n,d
1,38,了,命,也,来,ul,n,d,v
1,39,命,也,来,不,n,d,v,d
0,40,也,来,不,及,d,v,d,c
1,41,来,不,及,做,v,d,c,v
1,42,不,及,做,的,d,c,v,uj
0,43,及,做,的,招,c,v,uj,v
1,44,做,的,招,术,v,uj,v,v
0,45,的,招,术,，,uj,v,v,x
1,46,招,术,，,忽,v,v,x,d
1,47,术,，,忽,然,v,x,d,c
0,48,，,忽,然,做,x,d,c,v
1,49,忽,然,做,得,d,c,v,ud
0,50,然,做,得,又,c,v,ud,d
1,51,做,得,又,快,v,ud,d,a
1,52,得,又,快,又,ud,d,a,d
0,53,又,快,又,准,d,a,d,v
0,54,快,又,准,。,a,d,v,x
1,55,又,准,。,/s,d,v,x,NAN
1,0,/s,/s,江,南,NAN,NAN,nr,ns
0,1,/s,江,南,六,NAN,nr,ns,m
1,2,江,南,六,怪,nr,ns,m,v
0,3,南,六,怪,只,ns,m,v,d
1,4,六,怪,只,道,m,v,d,q
1,5,怪,只,道,他,v,d,q,r
1,6,只,道,他,年,d,q,r,m
1,7,道,他,年,纪,q,r,m,nr
0,8,他,年,纪,长,r,m,nr,a
1,9,年,纪,长,大,m,nr,a,a
0,10,纪,长,大,了,nr,a,a,ul
1,11,长,大,了,，,a,a,ul,x
1,12,大,了,，,勤,a,ul,x,a
1,13,了,，,勤,练,ul,x,a,v
0,14,，,勤,练,之,x,a,v,u
1,15,勤,练,之,后,a,v,u,f
0,16,练,之,后,，,v,u,f,x
1,17,之,后,，,终,u,f,x,d
1,18,后,，,终,于,f,x,d,p
0,19,，,终,于,豁,x,d,p,v
1,20,终,于,豁,然,d,p,v,c
0,21,于,豁,然,开,p,v,c,v
1,22,豁,然,开,窍,v,c,v,zg
0,23,然,开,窍,，,c,v,zg,x
1,24,开,窍,，,个,v,zg,x,q
1,25,窍,，,个,个,zg,x,q,q
0,26,，,个,个,心,x,q,q,n
1,27,个,个,心,中,q,q,n,f
0,28,个,心,中,大,q,n,f,a
1,29,心,中,大,乐,n,f,a,a
0,30,中,大,乐,。,f,a,a,x
1,31,大,乐,。,/s,a,a,x,NAN
1,0,/s,/s,他,每,NAN,NAN,r,zg
1,1,/s,他,每,晚,NAN,r,zg,tg
1,2,他,每,晚,上,r,zg,tg,f
0,3,每,晚,上,崖,zg,tg,f,ng
1,4,晚,上,崖,时,tg,f,ng,n
1,5,上,崖,时,，,f,ng,n,x
1,6,崖,时,，,那,ng,n,x,r
1,7,时,，,那,道,n,x,r,q
0,8,，,那,道,人,x,r,q,n
0,9,那,道,人,往,r,q,n,zg
1,10,道,人,往,往,q,n,zg,zg
0,11,人,往,往,和,n,zg,zg,c
1,12,往,往,和,他,zg,zg,c,r
1,13,往,和,他,并,zg,c,r,c
1,14,和,他,并,肩,c,r,c,n
0,15,他,并,肩,齐,r,c,n,a
1,16,并,肩,齐,上,c,n,a,f
0,17,肩,齐,上,，,n,a,f,x
1,18,齐,上,，,指,a,f,x,n
1,19,上,，,指,点,f,x,n,m
0,20,，,指,点,他,x,n,m,r
1,21,指,点,他,如,n,m,r,v
1,22,点,他,如,何,m,r,v,r
0,23,他,如,何,运,r,v,r,n
1,24,如,何,运,气,v,r,n,n
0,25,何,运,气,使,r,n,n,v
1,26,运,气,使,力,n,n,v,n
0,27,气,使,力,。,n,v,n,x
1,28,使,力,。,/s,v,n,x,NAN
1,0,/s,/s,直,至,NAN,NAN,d,p
0,1,/s,直,至,他,NAN,d,p,r
1,2,直,至,他,无,d,p,r,v
1,3,至,他,无,法,p,r,v,j
0,4,他,无,法,再,r,v,j,d
1,5,无,法,再,上,v,j,d,f
1,6,法,再,上,，,j,d,f,x
1,7,再,上,，,那,d,f,x,r
1,8,上,，,那,道,f,x,r,q
0,9,，,那,道,人,x,r,q,n
0,10,那,道,人,才,r,q,n,d
1,11,道,人,才,攀,q,n,d,v
1,12,人,才,攀,上,n,d,v,f
1,13,才,攀,上,崖,d,v,f,ng
1,14,攀,上,崖,顶,v,f,ng,v
0,15,上,崖,顶,，,f,ng,v,x
1,16,崖,顶,，,用,ng,v,x,p
1,17,顶,，,用,长,v,x,p,a
0,18,，,用,长,索,x,p,a,nr
0,19,用,长,索,缒,p,a,nr,v
1,20,长,索,缒,他,a,nr,v,r
1,21,索,缒,他,上,nr,v,r,f
1,22,缒,他,上,去,v,r,f,v
0,23,他,上,去,。,r,f,v,x
1,24,上,去,。,/s,f,v,x,NAN
1,0,/s,/s,时,日,NAN,NAN,n,m
0,1,/s,时,日,过,NAN,n,m,ug
1,2,时,日,过,去,n,m,ug,v
0,3,日,过,去,，,m,ug,v,x
1,4,过,去,，,他,ug,v,x,r
1,5,去,，,他,不,v,x,r,d
1,6,，,他,不,但,x,r,d,c
1,7,他,不,但,越,r,d,c,d
1,8,不,但,越,上,d,c,d,f
0,9,但,越,上,越,c,d,f,d
1,10,越,上,越,快,d,f,d,a
1,11,上,越,快,，,f,d,a,x
1,12,越,快,，,而,d,a,x,c
1,13,快,，,而,且,a,x,c,zg
0,14,，,而,且,越,x,c,zg,d
1,15,而,且,越,爬,c,zg,d,v
1,16,且,越,爬,越,zg,d,v,d
0,17,越,爬,越,高,d,v,d,a
1,18,爬,越,高,，,v,d,a,x
1,19,越,高,，,本,d,a,x,r
1,20,高,，,本,来,a,x,r,v
0,21,，,本,来,难,x,r,v,a
1,22,本,来,难,以,r,v,a,p
0,23,来,难,以,攀,v,a,p,v
1,24,难,以,攀,援,a,p,v,vn
0,25,以,攀,援,之,p,v,vn,u
1,26,攀,援,之,地,v,vn,u,uv
0,27,援,之,地,，,vn,u,uv,x
1,28,之,地,，,到,u,uv,x,v
1,29,地,，,到,后,uv,x,v,f
1,30,，,到,后,来,x,v,f,v
0,31,到,后,来,已,v,f,v,d
1,32,后,来,已,可,f,v,d,v
1,33,来,已,可,一,v,d,v,m
1,34,已,可,一,跃,d,v,m,v
0,35,可,一,跃,而,v,m,v,c
1,36,一,跃,而,上,m,v,c,f
1,37,跃,而,上,，,v,c,f,x
1,38,而,上,，,只,c,f,x,d
1,39,上,，,只,在,f,x,d,p
1,40,，,只,在,最,x,d,p,d
1,41,只,在,最,难,d,p,d,a
0,42,在,最,难,处,p,d,a,n
1,43,最,难,处,方,d,a,n,n
0,44,难,处,方,由,a,n,n,p
1,45,处,方,由,那,n,n,p,r
1,46,方,由,那,道,n,p,r,q
0,47,由,那,道,人,p,r,q,n
0,48,那,道,人,用,r,q,n,p
1,49,道,人,用,索,q,n,p,nr
0,50,人,用,索,吊,n,p,nr,zg
1,51,用,索,吊,上,p,nr,zg,f
0,52,索,吊,上,。,nr,zg,f,x
1,53,吊,上,。,/s,zg,f,x,NAN
1,0,/s,/s,又,过,NAN,NAN,d,ug
1,1,/s,又,过,一,NAN,d,ug,m
1,2,又,过,一,年,d,ug,m,m
0,3,过,一,年,，,ug,m,m,x
1,4,一,年,，,离,m,m,x,v
1,5,年,，,离,比,m,x,v,p
0,6,，,离,比,武,x,v,p,n
1,7,离,比,武,之,v,p,n,u
0,8,比,武,之,期,p,n,u,n
0,9,武,之,期,已,n,u,n,d
1,10,之,期,已,不,u,n,d,d
1,11,期,已,不,过,n,d,d,ug
1,12,已,不,过,数,d,d,ug,n
1,13,不,过,数,月,d,ug,n,m
0,14,过,数,月,，,ug,n,m,x
1,15,数,月,，,江,n,m,x,nr
1,16,月,，,江,南,m,x,nr,ns
0,17,，,江,南,六,x,nr,ns,m
1,18,江,南,六,怪,nr,ns,m,v
0,19,南,六,怪,连,ns,m,v,nr
1,20,六,怪,连,日,m,v,nr,m
0,21,怪,连,日,谈,v,nr,m,v
1,22,连,日,谈,论,nr,m,v,zg
0,23,日,谈,论,的,m,v,zg,uj
0,24,谈,论,的,话,v,zg,uj,n
1,25,论,的,话,题,zg,uj,n,n
0,26,的,话,题,，,uj,n,n,x
1,27,话,题,，,总,n,n,x,b
1,28,题,，,总,离,n,x,b,v
1,29,，,总,离,不,x,b,v,d
0,30,总,离,不,开,b,v,d,v
1,31,离,不,开,这,v,d,v,r
1,32,不,开,这,场,d,v,r,q
0,33,开,这,场,势,v,r,q,n
1,34,这,场,势,必,r,q,n,d
0,35,场,势,必,轰,q,n,d,v
1,36,势,必,轰,动,n,d,v,v
0,37,必,轰,动,天,d,v,v,q
1,38,轰,动,天,下,v,v,q,f
0,39,动,天,下,豪,v,q,f,n
1,40,天,下,豪,杰,q,f,n,nr
0,41,下,豪,杰,之,f,n,nr,u
1,42,豪,杰,之,上,n,nr,u,f
0,43,杰,之,上,的,nr,u,f,uj
0,44,之,上,的,嘉,u,f,uj,nr
1,45,上,的,嘉,兴,f,uj,nr,v
0,46,的,嘉,兴,比,uj,nr,v,p
1,47,嘉,兴,比,武,nr,v,p,n
0,48,兴,比,武,。,v,p,n,x
1,49,比,武,。,/s,p,n,x,NAN
1,0,/s,/s,眼,见,NAN,NAN,n,v
0,1,/s,眼,见,郭,NAN,n,v,nr
1,2,眼,见,郭,靖,n,v,nr,nr
0,3,见,郭,靖,武,v,nr,nr,n
1,4,郭,靖,武,功,nr,nr,n,n
0,5,靖,武,功,大,nr,n,n,a
1,6,武,功,大,进,n,n,a,v
0,7,功,大,进,，,n,a,v,x
1,8,大,进,，,六,a,v,x,m
1,9,进,，,六,怪,v,x,m,v
0,10,，,六,怪,均,x,m,v,d
1,11,六,怪,均,觉,m,v,d,v
1,12,怪,均,觉,取,v,d,v,v
1,13,均,觉,取,胜,d,v,v,v
0,14,觉,取,胜,极,v,v,v,d
1,15,取,胜,极,有,v,v,d,v
1,16,胜,极,有,把,v,d,v,p
0,17,极,有,把,握,d,v,p,v
0,18,有,把,握,，,v,p,v,x
1,19,把,握,，,再,p,v,x,d
1,20,握,，,再,想,v,x,d,v
1,21,，,再,想,到,x,d,v,v
0,22,再,想,到,即,d,v,v,v
1,23,想,到,即,可,v,v,v,v
0,24,到,即,可,回,v,v,v,v
1,25,即,可,回,归,v,v,v,v
0,26,可,回,归,江,v,v,v,nr
1,27,回,归,江,南,v,v,nr,ns
0,28,归,江,南,故,v,nr,ns,n
1,29,江,南,故,乡,nr,ns,n,n
0,30,南,故,乡,，,ns,n,n,x
1,31,故,乡,，,更,n,n,x,d
1,32,乡,，,更,是,n,x,d,v
0,33,，,更,是,喜,x,d,v,v
1,34,更,是,喜,悦,d,v,v,nz
0,35,是,喜,悦,无,v,v,nz,v
1,36,喜,悦,无,已,v,nz,v,d
1,37,悦,无,已,。,nz,v,d,x
1,38,无,已,。,/s,v,d,x,NAN
1,0,/s,/s,然,而,NAN,NAN,c,c
0,1,/s,然,而,于,NAN,c,c,p
1,2,然,而,于,这,c,c,p,r
1,3,而,于,这,场,c,p,r,q
0,4,于,这,场,比,p,r,q,p
1,5,这,场,比,武,r,q,p,n
0,6,场,比,武,的,q,p,n,uj
0,7,比,武,的,原,p,n,uj,n
1,8,武,的,原,因,n,uj,n,p
0,9,的,原,因,，,uj,n,p,x
1,10,原,因,，,始,n,p,x,d
1,11,因,，,始,终,p,x,d,d
0,12,，,始,终,不,x,d,d,d
1,13,始,终,不,向,d,d,d,p
1,14,终,不,向,郭,d,d,p,nr
1,15,不,向,郭,靖,d,p,nr,nr
0,16,向,郭,靖,提,p,nr,nr,v
0,17,郭,靖,提,及,nr,nr,v,c
1,18,靖,提,及,。,nr,v,c,x
1,19,提,及,。,/s,v,c,x,NAN
1,0,/s,/s,这,天,NAN,NAN,r,q
0,1,/s,这,天,一,NAN,r,q,m
1,2,这,天,一,早,r,q,m,a
0,3,天,一,早,起,q,m,a,v
1,4,一,早,起,来,m,a,v,v
0,5,早,起,来,，,a,v,v,x
1,6,起,来,，,南,v,v,x,ns
1,7,来,，,南,希,v,x,ns,v
0,8,，,南,希,仁,x,ns,v,ng
0,9,南,希,仁,道,ns,v,ng,q
1,10,希,仁,道,：,v,ng,q,x
1,11,仁,道,：,靖,ng,q,x,nr
1,12,道,：,靖,儿,q,x,nr,n
0,13,：,靖,儿,，,x,nr,n,x
1,14,靖,儿,，,这,nr,n,x,r
1,15,儿,，,这,几,n,x,r,m
1,16,，,这,几,个,x,r,m,q
0,17,这,几,个,月,r,m,q,m
1,18,几,个,月,来,m,q,m,v
1,19,个,月,来,你,q,m,v,r
1,20,月,来,你,尽,m,v,r,v
1,21,来,你,尽,练,v,r,v,v
0,22,你,尽,练,兵,r,v,v,n
1,23,尽,练,兵,器,v,v,n,n
0,24,练,兵,器,，,v,n,n,x
1,25,兵,器,，,拳,n,n,x,zg
1,26,器,，,拳,术,n,x,zg,v
0,27,，,拳,术,上,x,zg,v,f
1,28,拳,术,上,只,zg,v,f,d
1,29,术,上,只,怕,v,f,d,v
0,30,上,只,怕,生,f,d,v,vn
1,31,只,怕,生,疏,d,v,vn,v
0,32,怕,生,疏,了,v,vn,v,ul
1,33,生,疏,了,，,vn,v,ul,x
1,34,疏,了,，,咱,v,ul,x,r
1,35,了,，,咱,们,ul,x,r,k
0,36,，,咱,们,今,x,r,k,zg
1,37,咱,们,今,儿,r,k,zg,n
0,38,们,今,儿,多,k,zg,n,m
1,39,今,儿,多,练,zg,n,m,v
1,40,儿,多,练,练,n,m,v,v
0,41,多,练,练,掌,m,v,v,v
1,42,练,练,掌,法,v,v,v,j
0,43,练,掌,法,。,v,v,j,x
1,44,掌,法,。,/s,v,j,x,NAN
1,0,/s,/s,郭,靖,NAN,NAN,nr,nr
0,1,/s,郭,靖,点,NAN,nr,nr,m
1,2,郭,靖,点,头,nr,nr,m,n
0,3,靖,点,头,答,nr,m,n,v
1,4,点,头,答,应,m,n,v,v
0,5,头,答,应,。,n,v,v,x
1,6,答,应,。,/s,v,v,x,NAN
1,0,/s,/s,众,人,NAN,NAN,ng,n
0,1,/s,众,人,走,NAN,ng,n,v
1,2,众,人,走,到,ng,n,v,v
1,3,人,走,到,平,n,v,v,n
1,4,走,到,平,日,v,v,n,m
0,5,到,平,日,练,v,n,m,v
1,6,平,日,练,武,n,m,v,n
0,7,日,练,武,的,m,v,n,uj
0,8,练,武,的,场,v,n,uj,q
1,9,武,的,场,上,n,uj,q,f
0,10,的,场,上,，,uj,q,f,x
1,11,场,上,，,南,q,f,x,ns
1,12,上,，,南,希,f,x,ns,v
0,13,，,南,希,仁,x,ns,v,ng
0,14,南,希,仁,缓,ns,v,ng,v
1,15,希,仁,缓,步,v,ng,v,n
0,16,仁,缓,步,下,ng,v,n,f
1,17,缓,步,下,场,v,n,f,q
0,18,步,下,场,，,n,f,q,x
1,19,下,场,，,正,f,q,x,d
1,20,场,，,正,要,q,x,d,v
0,21,，,正,要,与,x,d,v,p
1,22,正,要,与,郭,d,v,p,nr
1,23,要,与,郭,靖,v,p,nr,nr
0,24,与,郭,靖,过,p,nr,nr,ug
1,25,郭,靖,过,招,nr,nr,ug,v
0,26,靖,过,招,，,nr,ug,v,x
1,27,过,招,，,突,ug,v,x,ad
1,28,招,，,突,然,v,x,ad,c
0,29,，,突,然,前,x,ad,c,f
1,30,突,然,前,面,ad,c,f,n
0,31,然,前,面,尘,c,f,n,n
1,32,前,面,尘,烟,f,n,n,n
0,33,面,尘,烟,大,n,n,n,a
1,34,尘,烟,大,起,n,n,a,v
0,35,烟,大,起,，,n,a,v,x
1,36,大,起,，,人,a,v,x,n
1,37,起,，,人,声,v,x,n,n
0,38,，,人,声,马,x,n,n,n
1,39,人,声,马,嘶,n,n,n,zg
0,40,声,马,嘶,，,n,n,zg,x
1,41,马,嘶,，,一,n,zg,x,m
1,42,嘶,，,一,大,zg,x,m,a
0,43,，,一,大,群,x,m,a,n
0,44,一,大,群,马,m,a,n,n
1,45,大,群,马,匹,a,n,n,q
0,46,群,马,匹,急,n,n,q,v
1,47,马,匹,急,奔,n,q,v,zg
0,48,匹,急,奔,而,q,v,zg,c
1,49,急,奔,而,来,v,zg,c,v
1,50,奔,而,来,。,zg,c,v,x
1,51,而,来,。,/s,c,v,x,NAN
1,0,/s,/s,牧,马,NAN,NAN,n,n
0,1,/s,牧,马,的,NAN,n,n,uj
0,2,牧,马,的,蒙,n,n,uj,v
1,3,马,的,蒙,古,n,uj,v,a
0,4,的,蒙,古,人,uj,v,a,n
0,5,蒙,古,人,挥,v,a,n,v
1,6,古,人,挥,鞭,a,n,v,n
0,7,人,挥,鞭,约,n,v,n,d
1,8,挥,鞭,约,束,v,n,d,nr
0,9,鞭,约,束,，,n,d,nr,x
1,10,约,束,，,好,d,nr,x,a
1,11,束,，,好,一,nr,x,a,m
1,12,，,好,一,阵,x,a,m,n
0,13,好,一,阵,才,a,m,n,d
1,14,一,阵,才,把,m,n,d,p
1,15,阵,才,把,马,n,d,p,n
1,16,才,把,马,群,d,p,n,n
0,17,把,马,群,定,p,n,n,v
1,18,马,群,定,住,n,n,v,v
1,19,群,定,住,。,n,v,v,x
1,20,定,住,。,/s,v,v,x,NAN
1,0,/s,/s,马,群,NAN,NAN,n,n
0,1,/s,马,群,刚,NAN,n,n,d
1,2,马,群,刚,静,n,n,d,nr
1,3,群,刚,静,下,n,d,nr,f
0,4,刚,静,下,来,d,nr,f,v
0,5,静,下,来,，,nr,f,v,x
1,6,下,来,，,忽,f,v,x,d
1,7,来,，,忽,见,v,x,d,v
0,8,，,忽,见,西,x,d,v,f
1,9,忽,见,西,边,d,v,f,d
0,10,见,西,边,一,v,f,d,m
1,11,西,边,一,匹,f,d,m,q
0,12,边,一,匹,全,d,m,q,a
1,13,一,匹,全,身,m,q,a,ng
0,14,匹,全,身,毛,q,a,ng,nr
1,15,全,身,毛,赤,a,ng,nr,vg
0,16,身,毛,赤,如,ng,nr,vg,v
1,17,毛,赤,如,血,nr,vg,v,n
0,18,赤,如,血,的,vg,v,n,uj
0,19,如,血,的,小,v,n,uj,a
1,20,血,的,小,红,n,uj,a,a
0,21,的,小,红,马,uj,a,a,n
0,22,小,红,马,猛,a,a,n,d
1,23,红,马,猛,冲,a,n,d,v
0,24,马,猛,冲,入,n,d,v,v
1,25,猛,冲,入,马,d,v,v,n
1,26,冲,入,马,群,v,v,n,n
0,27,入,马,群,之,v,n,n,u
1,28,马,群,之,中,n,n,u,f
0,29,群,之,中,，,n,u,f,x
1,30,之,中,，,一,u,f,x,m
1,31,中,，,一,阵,f,x,m,n
0,32,，,一,阵,乱,x,m,n,d
1,33,一,阵,乱,踢,m,n,d,v
1,34,阵,乱,踢,乱,n,d,v,d
1,35,乱,踢,乱,咬,d,v,d,v
0,36,踢,乱,咬,。,v,d,v,x
1,37,乱,咬,。,/s,d,v,x,NAN
1,0,/s,/s,马,群,NAN,NAN,n,n
0,1,/s,马,群,又,NAN,n,n,d
1,2,马,群,又,是,n,n,d,v
1,3,群,又,是,大,n,d,v,a
1,4,又,是,大,乱,d,v,a,d
0,5,是,大,乱,，,v,a,d,x
1,6,大,乱,，,那,a,d,x,r
1,7,乱,，,那,红,d,x,r,a
0,8,，,那,红,马,x,r,a,n
0,9,那,红,马,却,r,a,n,d
1,10,红,马,却,飞,a,n,d,n
1,11,马,却,飞,也,n,d,n,d
0,12,却,飞,也,似,d,n,d,d
0,13,飞,也,似,的,n,d,d,uj
0,14,也,似,的,向,d,d,uj,p
1,15,似,的,向,北,d,uj,p,ns
1,16,的,向,北,跑,uj,p,ns,v
1,17,向,北,跑,得,p,ns,v,ud
0,18,北,跑,得,无,ns,v,ud,v
1,19,跑,得,无,影,v,ud,v,vn
0,20,得,无,影,无,ud,v,vn,v
0,21,无,影,无,踪,v,vn,v,n
0,22,影,无,踪,。,vn,v,n,x
1,23,无,踪,。,/s,v,n,x,NAN
1,0,/s,/s,片,刻,NAN,NAN,q,v
0,1,/s,片,刻,之,NAN,q,v,u
0,2,片,刻,之,间,q,v,u,f
0,3,刻,之,间,，,v,u,f,x
1,4,之,间,，,只,u,f,x,d
1,5,间,，,只,见,f,x,d,v
0,6,，,只,见,远,x,d,v,a
1,7,只,见,远,处,d,v,a,n
0,8,见,远,处,红,v,a,n,a
1,9,远,处,红,光,a,n,a,n
0,10,处,红,光,闪,n,a,n,v
1,11,红,光,闪,动,a,n,v,v
0,12,光,闪,动,，,n,v,v,x
1,13,闪,动,，,那,v,v,x,r
1,14,动,，,那,红,v,x,r,a
0,15,，,那,红,马,x,r,a,n
0,16,那,红,马,一,r,a,n,m
1,17,红,马,一,晃,a,n,m,v
0,18,马,一,晃,眼,n,m,v,n
0,19,一,晃,眼,又,m,v,n,d
1,20,晃,眼,又,冲,v,n,d,v
1,21,眼,又,冲,入,n,d,v,v
0,22,又,冲,入,马,d,v,v,n
1,23,冲,入,马,群,v,v,n,n
0,24,入,马,群,，,v,n,n,x
1,25,马,群,，,捣,n,n,x,v
1,26,群,，,捣,乱,n,x,v,d
0,27,，,捣,乱,一,x,v,d,m
1,28,捣,乱,一,番,v,d,m,q
0,29,乱,一,番,。,d,m,q,x
1,30,一,番,。,/s,m,q,x,NAN
1,0,/s,/s,众,牧,NAN,NAN,ng,n
1,1,/s,众,牧,人,NAN,ng,n,n
0,2,众,牧,人,恨,ng,n,n,v
1,3,牧,人,恨,极,n,n,v,d
1,4,人,恨,极,，,n,v,d,x
1,5,恨,极,，,四,v,d,x,m
1,6,极,，,四,下,d,x,m,f
0,7,，,四,下,兜,x,m,f,v
1,8,四,下,兜,捕,m,f,v,v
0,9,下,兜,捕,。,f,v,v,x
1,10,兜,捕,。,/s,v,v,x,NAN
1,0,/s,/s,但,那,NAN,NAN,c,r
1,1,/s,但,那,红,NAN,c,r,a
0,2,但,那,红,马,c,r,a,n
0,3,那,红,马,奔,r,a,n,zg
